job_title,Publicatiedatum,Weergaven,Reacties,Startdatum,Looptijd,Aantal uur,Tarief,Contract,Eindklant,description,Geplaatst door,url
Data Engineer met data science skills,2025-04-05 13:14,40 keer bekeken,0 reacties ontvangen,2025-04-21,6 maanden (optie tot verlenging),32 uur per week,"€ 80,00 - € 100,00 Per uur",Payroll/Detachering,Gemeente Breda,Voor onze eindklant zoeken wij een Data Engineer met data science skills Als Data Engineer met data science kwaliteiten draag je bij aan de verdere ontwikkeling van de eindklant als datagedreven organisatie. Bijvoorbeeld door te werken aan de verdere ontwikkeling van een organisatiebreed gegevensplatform in Azure en het ontsluiten...,?,https://mijn.freelance.nl/opdracht-vinden/opdracht/1120000
Medior Python Developer,2025-04-04 16:48,51 keer bekeken,4 reacties ontvangen,2025-05-01,8 maanden,32 - 40 uur per week,In overleg,Freelance,SURF,"Voor onze directe eindklant, waar wij middels een gewonnen aanbesteding preferred supplier zijn, zoeken wij een medior Python Developer.Start: 1 mei 2025Eind: 31 december 2025, met optie tot verlengingInzet: 32 - 40 uur per weekTarief: marktconformLocatie:...",?,https://mijn.freelance.nl/opdracht-vinden/opdracht/1119992
Data Engineer met data science skills,2025-04-04 16:23,43 keer bekeken,1 reactie ontvangen,2025-04-16,6 maanden (optie tot verlenging),32 - 36 uur per week,In overleg,Payroll/Detachering,Gemeente Breda,Data Engineer met data science skills         Als Data Engineer met data science kwaliteiten draag je bij aan de verdere ontwikkeling van deze gemeente als datagedreven organisatie. Bijvoorbeeld door te werken aan de verdere ontwikkeling van een gemeentebreed gegevensplatform in Azure en het ontsluiten van data. We bieden een uitdagende...,?,https://mijn.freelance.nl/opdracht-vinden/opdracht/1119983
Credit Risk Data Analyst,2025-04-04 15:40,37 keer bekeken,2 reacties ontvangen,zo snel mogelijk starten,6 maanden (optie tot verlenging),40 uur per week,In overleg,Payroll/Detachering,,"We are looking for a Data Analyst who can help with identifying, cleansing, and enriching data for a new credit data system within one of the biggest banks in the Netherlands. This team ensures that the requested data is made available, quality assessed and then where possible improved and remediated to fit-for-purpose, for the data user. Your day-to-day activities...",?,https://mijn.freelance.nl/opdracht-vinden/opdracht/1119975
Senior Cybersecurity Engineer,2025-04-04 14:33,35 keer bekeken,0 reacties ontvangen,2025-05-01,1 jaar (optie tot verlenging),40 uur per week,"€ 95,00 - € 102,00 Per uur",Freelance,,"Voor een van onze opdrachtgevers in de regio Utrecht zoeken wij een Senior Cybersecurity Engineer bij een vooraanstaande organisatie actief in de IT-sector.FunctiesamenvattingBen jij een ervaren Cybersecurity Engineer met diepgaande kennis van Elastic Stack en SIEM-integraties? Voor een uitdagende opdracht werk je mee aan het versterken van de digitale veiligheid binnen een vooruitstrevende organisatie. De werkzaamheden worden deels op locatie in Utrecht en deels remote uitgevoerd.RolbeschrijvingIn deze rol zet jij je expertise in voor het ontwikkelen, beheren en optimaliseren van logbeheer- en beveiligingssystemen. Je draagt actief bij aan complexe cybersecurity-projecten gericht op risicominimalisatie en dreigingsdetectie. Je ontwikkelt en onderhoudt Logstash-pipelines, configureert Kibana-dashboards, integreert diverse logbronnen (zoals firewalls en cloudplatformen) en optimaliseert de Elastic Stack in Linux-omgevingen. Daarnaast implementeer je machine learning en anomaliedetectie binnen Elastic Stack en werk je nauw samen met architecten, DevOps-teams en security-specialisten. Ook adviseer je over maatregelen tegen datalekken en insider threats.OrganisatiesamenvattingOnze opdrachtgever is een toonaangevende speler binnen de IT-sector die sterk inzet op digitale veiligheid en verantwoord ondernemen. Binnen deze dynamische en innovatieve werkomgeving speelt het Security Operations Center (SOC) een sleutelrol in het versterken van cybersecuritymaatregelen en het verbeteren van de incidentrespons.Vereiste kennis en ervaringAfgeronde hbo-opleiding richting Informatiebeveiliging. In het bezit van minimaal één van de volgende certificeringen: Elastic Certified Engineer, Azure Security Engineer Associate, of CompTIA Security+.Minimaal 3 jaar recente ervaring met Elastic Stack (Logstash, Elasticsearch, Kibana) en conversie naar Elastic Common Schema (ECS).Aantoonbare ervaring met integratie van Elastic Stack met SIEM-oplossingen zoals Azure Sentinel.Ervaring met beveiligingsstandaarden zoals ISO 27001, NIST en GDPR.Ervaring met logbeheer en monitoring van diverse bronnen (bijv. firewalls, IDS/IPS, applicatieservers).Nederlandse taalvaardigheid op professioneel niveau.Pré: Ervaring met machine learning binnen Elastic Stack, scripting (Python, Bash), Syslog-ng, netwerkprotocollen, compliance frameworks als SOC 2 en Azure Log Analytics/KQL.Pré: CISSP of CEH-certificering.Wat deze opdracht jou biedtEen langdurige opdracht van minimaal één jaar, met optie op verlenging (4 x 6 maanden).Mogelijkheid om hybride te werken (Utrecht en remote).Werken binnen een organisatie waar cybersecurity centraal staat en innovatie wordt gestimuleerd.Samenwerken met deskundige professionals in een uitdagende en resultaatgerichte omgeving.",Chantal Koevoets,https://mijn.freelance.nl/opdracht-vinden/opdracht/1119942
Senior Cybersecurity Engineer,2025-04-04 14:08,20 keer bekeken,0 reacties ontvangen,2025-05-01,12 maanden (optie tot verlenging),40 uur per week,In overleg,Freelance,KVK,Onze eindklant is op zoek naar een senior Cybersecyrity Engineer. In lijn met onze strategie 'Veilig en verantwoord zakendoen' richt onze eindklant zich op het versterken van de digitale veiligheid van ondernemers en onze organisatie. Ons Security Operations Center (SOC) speelt een sleutelrol in het minimaliseren van risico's en het verbeteren van grip...,?,https://mijn.freelance.nl/opdracht-vinden/opdracht/1119931
Senior Cyber Security Engineer,2025-04-04 13:57,21 keer bekeken,0 reacties ontvangen,2025-05-01,12 maanden (optie tot verlenging),40 uur per week,In overleg,Freelance,KVK,"Voor een opdracht bij onze opdrachtgever/eindklant, zoeken we een bekwame:Senior Cyber Security EngineerReferentienummer: 2025-160Provincie: UtrechtLocatie: Utrecht/HybrideFreelance toegestaan: JaStartdatum: 01-05-2025Duur: 12 maandenVerlenging: Ja, optie [4 x 6 maanden]Aantal uren: 40 uur per week!Talen: NederlandsTarief: marktconform/scherp!Aanbieden tot: 11-04-2025, 15.00 uur·         [Let op! Bij voldoende passende aanbiedingen kan de aanvraag al eerder gesloten worden, dus reageer op tijd.]·         Doorleenconstructies zijn nadrukkelijk niet toegestaan; de opdracht staat open voor zelfstandige freelancers!·         We gaan uit van gebruik van eigen telefoon en laptop.Opdrachtomschrijving:KVK is op zoek naar een senior Cyber Security Engineer. In lijn met onze strategie 'Veilig en verantwoord zakendoen' richt KVK zich op het versterken van de digitale veiligheid van ondernemers en onze organisatie. Ons Security Operations Center (SOC) speelt een sleutelrol in het minimaliseren van risico's en het verbeteren van grip op cybersecurity.De opdracht betreft een tijdelijke inhuur voor het bijdragen aan het ontwikkelen, beheren en optimaliseren van onze logbeheer- en beveiligingssystemen, met als doel dat opdrachtnemer diens specifieke expertise inzet voor complexe projecten op een ondernemende en resultaatgerichte manier te laten slagen.Hierbij worden de volgende activiteiten uitgevoerd:·         Ontwikkelen en onderhouden van Logstash-pipelines en het converteren van logs naar het Elastic Common Schema (ECS);·         Configureren en beheren van Kibana-dashboards voor monitoring, alerting en rapportages;·         Integreren van logbronnen, zoals firewalls, IDS/IPS-systemen en cloudplatformen, in onze beveiligingssystemen;·         Beheren en optimaliseren van Elastic Stack in Linux-omgevingen;·         Implementeren van machine learning en anomaliedetectie binnen Elastic Stack;·         Integreren van SIEM-data met Azure Sentinel en andere beveiligingstools;·         Samenwerken met Architecten, DevOps-teams en security-specialisten om dreigingsdetectie en incidentrespons te verbeteren;·         Adviseren over maatregelen tegen datalekken, insider threats en geavanceerde dreigingDe volgende resultaten opgeleverd moeten  worden:·         Logstash-pipelines succesvol ontwikkeld en onderhouden, met 100% van de loggegevens gecategoriseerd en geconformeerd aan het Elastic Common Schema (ECS);·         Opgeleverd en operationeel Kibana-dashboards voor monitoring, alerting en rapportages;·         Integratie van logbronnen zoals firewalls, IDS/IPS en cloudplatformen binnen de beveiligingssystemen;·         Elastic Stack in Linux-omgevingen geoptimaliseerd;·         Machine learning-modellen en anomaliedetectie geïmplementeerd in Elastic Stack;·         SIEM-data succesvol geïntegreerd met Azure Sentinel en andere beveiligingstools, wat heeft geleid tot een verbeterde correlatie van beveiligingsincidenten en snellere incidentrespons;·         Actieve samenwerking met Architecten, DevOps-teams en security-specialisten, wat heeft geleid tot de implementatie van nieuwe verbeteringen in de dreigingsdetectiecapaciteit en de verkorting van de incidentrespons;·         Geadviseerd over en geïmplementeerd beleid en maatregelen ter voorkoming van datalekken en insider threats, wat resulteerde in een vermindering van beveiligingsincidenten en een verbeterd bewustzijn onder medewerkers over geavanceerde dreigingen.De opdracht eindigt wanneer de gevraagde resultaten opgeleverd zijn, waarbij geldt dat uitloop is mogelijk afhankelijk van de voortgang van de beschikbaarheid.Kandidaat omschrijving:Kwaliteitsgerichtheid = Hanteert hoge kwaliteitsnormen bij de uitvoering van het werk, bewaakt en verbetert deze waar mogelijk.Verantwoordelijkheid nemen = Heeft plichtbesef en voelt zich er verantwoordelijk voor dat het afgeleverde werk of een beslissing aan bepaalde eisen voldoet. Is aanspreekbaar op resultaten van afgesproken acties.Analytisch vermogen = Onderzoekt, herkent en begrijpt de belangrijkste elementen van vraagstukken en hun onderlinge samenhang.Communiceren = Verwoordt gedachten helder en vlot, brengt mondeling en schriftelijk een boodschap begrijpelijk over aan anderen en weet hierbij hun aandacht vast te houden.Samenwerken = Handelt vanuit het groepsbelang en levert samen met anderen een bijdrage aan het gemeenschappelijke resultaat en aan de relaties en sfeer in de groep.Harde eisen/KO criteria:·         Kandidaat heeft minimaal een afgeronde hbo opleiding richting Informatiebeveiliging·         Kandidaat heeft minimaal één van de volgende certificering:-          Elastic Certified Engineer-          Azure Security Engineer Associate CompTIA Security+·         Kandidaat heeft actuele (in de afgelopen 5 jaar) en minimaal 3 jaar aantoonbare ervaring met Elastic Stack, inclusief Logstash, Elastic Search en Kibana in een soortgelijke opdracht·         Kandidaat heeft actuele (in de afgelopen 5 jaar) en minimaal 3 jaar aantoonbare ervaring met het configureren en optimaliseren van Logstash-pipelines en het converteren van logs naar Elastic Common Schema (ECS)·         Kandidaat heeft actuele (in de afgelopen 5 jaar) en minimaal 3 jaar aantoonbare ervaring met het integreren van Elastic Stack met security modules en data uitwisseling met andere SIEM oplossingen zoals Azure Sentinel of vergelijkbare SIEM-oplossingen·         Kandidaat heeft actuele (in de afgelopen 5 jaar) en aantoonbare ervaring met beveiligingsstandaarden zoals ISO 27001, NIST of GDPR·         Kandidaat heeft actuele (in de afgelopen 5 jaar) en aantoonbare ervaring met logbeheer en monitoring van diverse logbronnen (bijv. firewalls, IDS/IPS, applicatieservers)Verdere eisen:·         Kandidaat heeft 5 jaar aantoonbare ervaring met geavanceerde dreigingsdetectie: zoals machine learning binnen Elastic Stack of anomaliedetectie·         Kandidaat heeft 5 jaar aantoonbare ervaring met netwerkprotocollen en firewall-logbeheer: zoals TCP/UDP en CEF-logformaten·         Kandidaat heeft 5 jaar aantoonbare ervaring met compliance frameworks: zoals SOC 2 of STIG·         Kandidaat heeft 3-5 jaar aantoonbare ervaring met scripting en automatisering: zoals Python, Bash of Groovy voor het verbeteren van logbeheer·         Kandidaat heeft 3-5 jaar aantoonbare ervaring met configuratie en optimalisatie van Syslog-ng: voor grootschalige logstromen·         Kandidaat heeft 3-5 jaar aantoonbare ervaring met Azure Log Analytics en KQL·         Kandidaat heeft 3-5 jaar aantoonbare ervaring met Linux-omgevingen voor het implementeren en beheren van Elastic Stack·         Kandidaat heeft een CISSP of CEH certificeringCompetenties:·         Je hebt een uitstekende kennis van de Nederlandse taal in woord & schrift·         Adviesvaardigheden·         Probleemoplossend vermogen en proactieve houding·         Overtuigingskracht·         Uitstekende communicatieve vaardigheden, zowel mondeling als schriftelijk·         Projectmatige en gestructureerde werkwijzeLet op!Als u reageert; de harde eisen moeten duidelijk zichtbaar terug komen in de cv! Alleen dan is reageren op deze opdracht zinvol!Reageren:·         Meest recente cv, in Word formaat, max 5 x A4·         1 x recente referentie, inclusief contact gegevens [t.z.t.]·         Goede motivatie, gericht op de aanvraag·         Toelichting op de harde eisen en competenties·         Beschikbaarheid·         Tarief",Dave Wassmer,https://mijn.freelance.nl/opdracht-vinden/opdracht/1119927
Data Integrations Engineer,2025-04-04 12:31,111 keer bekeken,9 reacties ontvangen,zo snel mogelijk starten,6 maanden (optie tot verlenging),32 - 40 uur per week,In overleg,Freelance,,De organisatie opereert wereldwijd en staat bekend om haar verantwoorde manier van handelen. Het toenemende belang en de groeiende interesse in data leiden tot uitdagende projecten in een complexe omgeving met veel data.Jouw team bestaat uit circa 10 collega’s die allen gedreven zijn om het juiste te doen. Het is een hecht en divers team waar veel...,?,https://mijn.freelance.nl/opdracht-vinden/opdracht/1119615
Senior Cybersecurity Engineer,2025-04-04 12:28,29 keer bekeken,0 reacties ontvangen,2025-05-01,12 maanden (optie tot verlenging),40 uur per week,In overleg,Payroll/Detachering,Kamer van Koophandel,Onze eindklant is op zoek naar een senior Cybersecyrity Engineer. In lijn met onze strategie 'Veilig en verantwoord zakendoen' richt onze eindklant zich op het versterken van de digitale veiligheid van ondernemers en onze organisatie. Ons Security Operations Center (SOC) speelt een sleutelrol in het minimaliseren van risico's en het verbeteren van grip...,?,https://mijn.freelance.nl/opdracht-vinden/opdracht/1119923
Senior Cybersecurity Engineer,2025-04-04 12:19,36 keer bekeken,0 reacties ontvangen,2025-05-01,12 maanden (optie tot verlenging),40 uur per week,"€ 80,00 - € 105,00 Per uur",Freelance,Kamer van Koophandel,Senior Cybersecurity EngineerVan 1-5-2025 t/m 1-5-2026   |   Optie verlenging: 4 x 6 maanden   |   Standplaats: Utrecht en remote   |   max €105 per uur   |   Uren: 40 per week  Deadline aanbieden tot: 14-04-2025 09:30OpdrachtomschrijvingOnze eindklant is op zoek naar een senior Cybersecyrity Engineer....,?,https://mijn.freelance.nl/opdracht-vinden/opdracht/1119918
